Neighbourhood Cleansed;Neighbourhood Group Cleansed;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Maximum Nights;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Reviews per Month
Palacio;Centro;Other;Private room;4;1.0;1.0;4.0;110.0;;;1;0;1;1125;26;56;86;176;0;;;;;;;;strict;
Argüelles;Moncloa - Aravaca;Bed & Breakfast;Private room;1;1.0;1.0;1.0;22.0;;;1;10;3;1125;13;38;60;335;4;95.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.21
II Parioli/Nomentano;;Apartment;Private room;3;1.0;1.0;3.0;32.0;0.0;0.0;1;22;3;120;16;46;76;166;35;90.0;9.0;9.0;10.0;10.0;9.0;9.0;moderate_new;1.09
Abrantes;Carabanchel;Apartment;Private room;2;1.5;1.0;1.0;50.0;;;1;0;1;1125;30;60;90;365;1;80.0;8.0;8.0;8.0;8.0;8.0;8.0;flexible;0.19
Hispanoamérica;Chamartín;Apartment;Private room;1;1.0;1.0;1.0;35.0;;;1;20;1;1125;30;60;90;365;8;93.0;9.0;10.0;10.0;10.0;9.0;9.0;flexible;0.56
Costillares;Ciudad Lineal;House;Private room;1;1.0;1.0;1.0;29.0;;;1;0;1;1125;30;60;90;365;0;;;;;;;;flexible;
Palacio;Centro;Apartment;Entire home/apt;4;1.5;2.0;2.0;89.0;;35.0;1;0;1;1125;3;11;38;39;45;93.0;9.0;10.0;9.0;9.0;10.0;9.0;strict;5.74
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;50.0;100.0;10.0;2;0;1;1125;3;7;11;250;41;98.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;6.65
Vallehermoso;Chamberí;Apartment;Entire home/apt;2;1.0;2.0;1.0;35.0;;;1;0;2;14;0;0;0;0;8;88.0;9.0;9.0;10.0;10.0;9.0;9.0;flexible;0.46
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;109.0;150.0;25.0;2;20;3;30;7;15;27;290;141;97.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;4.42
Pacífico;Retiro;Apartment;Entire home/apt;5;1.0;1.0;3.0;85.0;150.0;;2;8;2;365;12;38;55;321;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.24
Pradolongo;Usera;House;Private room;2;1.0;1.0;1.0;21.0;120.0;;1;19;1;1125;12;29;59;334;6;97.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;0.56
Cuatro Caminos;Tetuán;Apartment;Entire home/apt;2;1.0;1.0;1.0;71.0;150.0;12.0;1;0;3;15;6;15;45;45;21;97.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;2.97
Canillas;Hortaleza;Apartment;Private room;2;1.0;1.0;1.0;15.0;;;1;10;1;1125;8;8;8;126;4;93.0;9.0;9.0;9.0;10.0;10.0;8.0;flexible;2.18
Universidad;Centro;Apartment;Private room;2;2.0;1.0;2.0;25.0;96.0;30.0;3;10;4;1125;15;30;55;172;2;80.0;9.0;8.0;9.0;7.0;10.0;7.0;flexible;1.33
Palos de Moguer;Arganzuela;Apartment;Entire home/apt;6;1.0;2.0;2.0;70.0;250.0;20.0;3;10;15;300;0;0;0;257;0;;;;;;;;flexible;
Universidad;Centro;Apartment;Private room;2;1.0;1.0;2.0;42.0;;15.0;1;15;3;6;16;41;71;71;13;94.0;10.0;10.0;10.0;9.0;10.0;10.0;flexible;3.42
Palacio;Centro;Apartment;Private room;2;3.0;1.0;1.0;20.0;;;1;0;10;1125;0;0;5;280;0;;;;;;;;strict;
Palacio;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;43.0;;;1;0;2;1125;6;6;31;31;5;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;0.66
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;55.0;150.0;20.0;1;0;3;45;13;35;61;334;67;91.0;9.0;9.0;10.0;10.0;9.0;9.0;moderate;2.73
Almenara;Tetuán;Apartment;Private room;2;1.0;1.0;1.0;30.0;;;1;0;1;1125;0;12;28;28;3;100.0;10.0;9.0;10.0;10.0;10.0;10.0;moderate;3.0
Embajadores;Centro;Apartment;Entire home/apt;4;1.5;1.0;1.0;134.0;;77.0;2;17;3;1125;2;18;44;225;0;;;;;;;;strict;
Palacio;Centro;Apartment;Entire home/apt;7;3.0;3.0;6.0;160.0;300.0;90.0;1;0;3;360;8;29;53;328;0;;;;;;;;strict;
Trafalgar;Chamberí;Apartment;Entire home/apt;2;1.0;1.0;1.0;65.0;250.0;35.0;1;0;3;1125;0;0;0;79;36;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.61
Arapiles;Chamberí;Apartment;Entire home/apt;2;1.0;0.0;1.0;39.0;;15.0;1;0;4;1125;0;15;31;121;18;90.0;10.0;10.0;10.0;9.0;9.0;9.0;moderate;2.04
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;2.0;3.0;65.0;;5.0;1;0;1;1125;5;26;52;327;23;85.0;9.0;8.0;9.0;9.0;8.0;9.0;moderate;0.9
Lake Balboa;;Apartment;Entire home/apt;2;1.0;1.0;1.0;60.0;;;1;0;3;180;0;0;0;241;24;91.0;9.0;9.0;10.0;10.0;9.0;10.0;strict;0.75
Justicia;Centro;Apartment;Entire home/apt;5;2.0;2.0;3.0;90.0;250.0;35.0;3;15;2;1125;0;0;0;97;47;97.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;2.02
Ciudad Jardín;Chamartín;Apartment;Private room;1;1.0;1.0;1.0;15.0;;;1;0;1;1125;0;0;0;97;0;;;;;;;;flexible;
Ciudad Jardín;Chamartín;Apartment;Entire home/apt;2;1.0;1.0;1.0;69.0;110.0;30.0;1;0;5;1125;0;0;4;279;12;93.0;9.0;9.0;10.0;10.0;9.0;9.0;strict;0.31
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;70.0;200.0;40.0;2;15;4;1125;12;42;72;342;7;77.0;9.0;10.0;9.0;9.0;8.0;8.0;strict;0.62
Justicia;Centro;Apartment;Shared room;2;1.0;1.0;1.0;65.0;;35.0;1;0;2;1125;10;28;50;325;2;90.0;10.0;9.0;10.0;10.0;10.0;9.0;strict;0.55
Ciudad Jardín;Chamartín;Bed & Breakfast;Private room;2;1.0;1.0;1.0;50.0;;;1;10;3;365;0;0;7;282;9;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.18
Jerónimos;Retiro;Apartment;Entire home/apt;3;1.5;2.0;2.0;150.0;250.0;70.0;1;0;5;1125;7;35;48;300;1;80.0;10.0;10.0;10.0;10.0;10.0;8.0;strict;0.05
Casa de Campo;Moncloa - Aravaca;Apartment;Private room;2;1.0;1.0;1.0;37.0;;5.0;2;10;1;1125;2;10;18;18;17;95.0;10.0;10.0;10.0;10.0;10.0;9.0;flexible;3.31
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;70.0;;20.0;1;20;3;1125;3;5;9;284;5;96.0;9.0;10.0;10.0;9.0;10.0;10.0;flexible;0.3
Sant Pere, Santa Caterina i la Ribera;Ciutat Vella;Apartment;Entire home/apt;4;2.0;2.0;4.0;170.0;100.0;65.0;1;0;2;90;0;2;6;38;13;95.0;10.0;10.0;9.0;10.0;9.0;9.0;strict;1.09
Prosperidad;Chamartín;Apartment;Private room;2;1.0;1.0;2.0;30.0;;8.0;1;15;1;1125;0;1;31;306;3;53.0;6.0;5.0;8.0;7.0;7.0;5.0;moderate;0.16
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;70.0;200.0;20.0;1;0;2;1125;3;11;23;273;72;89.0;9.0;9.0;9.0;9.0;9.0;9.0;flexible;4.01
Cortes;Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;90.0;;35.0;2;15;2;1125;4;10;20;262;32;98.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.39
Justicia;Centro;Apartment;Private room;2;1.0;1.0;1.0;29.0;;;1;10;2;93;0;0;0;0;22;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.38
Universidad;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;38.0;;5.0;2;6;1;1125;3;18;36;37;0;;;;;;;;strict;
Media Legua;Moratalaz;Other;Private room;2;1.0;1.0;1.0;34.0;;;1;0;1;3;16;46;76;167;15;89.0;9.0;10.0;9.0;10.0;9.0;9.0;flexible;2.45
Helmholtzplatz;Pankow;Apartment;Entire home/apt;4;1.0;1.0;1.0;79.0;;20.0;2;10;3;1125;0;0;7;12;14;93.0;10.0;9.0;10.0;10.0;10.0;10.0;strict;0.67
Legazpi;Arganzuela;House;Private room;1;1.0;1.0;1.0;35.0;100.0;;1;0;1;100;26;56;86;361;6;77.0;8.0;8.0;8.0;9.0;8.0;8.0;moderate;1.16
Sol;Centro;Apartment;Entire home/apt;4;1.0;2.0;4.0;70.0;100.0;30.0;1;15;3;1125;15;39;64;249;0;;;;;;;;strict;
Cortes;Centro;Apartment;Entire home/apt;5;1.0;2.0;5.0;60.0;;;1;0;2;1125;10;34;51;315;35;85.0;9.0;8.0;10.0;10.0;10.0;8.0;strict;2.97
Palacio;Centro;Apartment;Entire home/apt;12;2.0;3.0;8.0;198.0;300.0;60.0;6;40;2;1125;19;44;71;346;0;;;;;;;;strict;
Palacio;Centro;Condominium;Entire home/apt;2;1.0;1.0;1.0;35.0;;;1;0;3;6;3;3;3;3;0;;;;;;;;flexible;
Embajadores;Centro;House;Private room;2;1.0;1.0;1.0;40.0;;10.0;1;15;30;150;0;26;46;136;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.15
Deyá;;House;Entire home/apt;4;2.0;2.0;4.0;125.0;100.0;145.0;1;0;7;1125;13;36;48;185;2;100.0;9.0;10.0;10.0;9.0;9.0;10.0;strict;0.12
Cortes;Centro;House;Private room;1;2.0;1.0;1.0;33.0;290.0;39.0;1;19;2;45;18;48;65;333;21;93.0;9.0;10.0;10.0;10.0;10.0;9.0;strict;1.54
Justicia;Centro;Apartment;Entire home/apt;4;1.0;2.0;3.0;125.0;300.0;60.0;2;20;4;1125;0;21;21;209;25;96.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;0.8
Almendrales;Usera;Apartment;Private room;2;1.0;1.0;1.0;25.0;;;1;0;1;5;8;35;62;333;42;92.0;9.0;9.0;10.0;10.0;8.0;9.0;flexible;3.22
Saint-Gilles;;House;Private room;2;2.0;1.0;1.0;31.0;;10.0;1;15;2;1125;9;20;50;141;6;77.0;8.0;7.0;9.0;8.0;9.0;7.0;flexible;2.47
Universidad;Centro;Apartment;Private room;2;1.0;1.0;1.0;35.0;;10.0;1;25;2;7;21;51;81;356;5;92.0;10.0;9.0;10.0;10.0;10.0;9.0;strict;0.99
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;55.0;150.0;20.0;1;0;3;1125;3;10;35;310;99;91.0;9.0;10.0;10.0;10.0;10.0;9.0;strict;2.74
Guindalera;Salamanca;Apartment;Private room;2;2.0;1.0;1.0;22.0;100.0;15.0;1;0;2;1125;0;0;0;0;1;;;;;;;;flexible;0.12
Dublin City;;Apartment;Entire home/apt;2;1.0;1.0;1.0;71.0;;15.0;1;0;2;28;10;23;40;290;83;91.0;10.0;10.0;10.0;10.0;9.0;9.0;moderate;6.38
Temple;;Apartment;Entire home/apt;4;1.0;1.0;2.0;45.0;300.0;25.0;2;15;1;17;28;43;51;71;40;89.0;9.0;8.0;9.0;10.0;10.0;9.0;moderate;0.87
Recoletos;Salamanca;Apartment;Private room;1;1.0;1.0;2.0;99.0;;;1;0;2;1125;13;34;54;144;0;;;;;;;;flexible;
Pinar del Rey;Hortaleza;Apartment;Entire home/apt;2;1.0;1.0;1.0;47.0;;;1;0;1;1125;0;3;33;282;7;97.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;0.31
Justicia;Centro;Apartment;Entire home/apt;6;1.0;2.0;3.0;90.0;200.0;60.0;2;15;2;360;7;30;52;327;80;95.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.54
Sóller;;Guesthouse;Private room;2;1.5;1.0;1.0;60.0;;30.0;1;0;1;1125;11;19;38;313;44;91.0;10.0;9.0;9.0;9.0;10.0;9.0;strict;1.23
Argüelles;Moncloa - Aravaca;House;Private room;2;1.0;1.0;1.0;49.0;100.0;5.0;1;0;1;7;28;58;88;179;0;;;;;;;;strict;
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;55.0;150.0;10.0;1;0;2;31;9;9;9;9;6;100.0;9.0;10.0;10.0;10.0;10.0;9.0;strict;4.29
Cuatro Caminos;Tetuán;Apartment;Private room;2;1.0;1.0;1.0;20.0;;;1;5;1;365;5;33;59;331;151;88.0;9.0;8.0;9.0;9.0;9.0;9.0;moderate;2.53
Costillares;Ciudad Lineal;House;Private room;2;1.0;1.0;1.0;34.0;;;1;20;2;1125;30;60;90;90;0;;;;;;;;flexible;
Universidad;Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;90.0;;;2;10;1;1125;18;37;59;334;6;80.0;9.0;10.0;9.0;9.0;9.0;8.0;flexible;0.12
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;2.0;55.0;100.0;30.0;1;0;1;20;12;42;72;347;1;80.0;10.0;8.0;10.0;10.0;10.0;8.0;moderate;0.16
Castillejos;Tetuán;Apartment;Entire home/apt;3;1.0;1.0;2.0;35.0;150.0;40.0;2;10;2;1125;11;24;50;50;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;2.61
Rios Rosas;Chamberí;Apartment;Entire home/apt;2;1.0;1.0;1.0;44.0;96.0;30.0;1;0;2;1125;5;14;38;38;5;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.55
Cuatro Caminos;Tetuán;Apartment;Entire home/apt;4;1.0;2.0;3.0;60.0;100.0;10.0;5;10;1;5;0;0;0;0;1;60.0;6.0;2.0;10.0;8.0;8.0;6.0;flexible;0.09
Palacio;Centro;Apartment;Private room;2;2.0;1.0;1.0;25.0;200.0;;1;0;4;1125;0;0;10;10;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.13
Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;75.0;150.0;30.0;2;10;3;30;0;19;29;295;28;92.0;10.0;10.0;9.0;10.0;10.0;9.0;strict;0.66
De Baarsjes - Oud-West;;Apartment;Entire home/apt;2;1.0;1.0;1.0;90.0;150.0;33.0;1;10;3;1125;5;8;8;203;5;100.0;10.0;10.0;10.0;10.0;9.0;10.0;strict;0.56
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;3.0;60.0;;25.0;2;25;2;1125;3;17;38;304;2;100.0;9.0;10.0;10.0;10.0;10.0;9.0;flexible;0.82
Universidad;Centro;Apartment;Entire home/apt;6;1.0;2.0;2.0;95.0;200.0;35.0;1;0;2;1125;5;19;32;288;7;73.0;7.0;7.0;9.0;8.0;9.0;8.0;strict;0.25
Ciudad Universitaria;Moncloa - Aravaca;House;Private room;2;1.0;1.0;1.0;20.0;;;1;19;2;1125;11;38;68;155;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.76
Costillares;Ciudad Lineal;Apartment;Entire home/apt;3;1.0;1.0;2.0;70.0;100.0;;3;20;4;1125;0;0;14;289;13;92.0;10.0;9.0;10.0;10.0;9.0;9.0;strict;0.6
Palacio;Centro;Apartment;Private room;2;1.0;1.0;2.0;30.0;;;1;0;1;1125;21;51;81;356;8;90.0;9.0;8.0;10.0;10.0;10.0;9.0;flexible;1.18
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;2.0;2.0;50.0;;20.0;1;0;2;1125;1;11;21;82;41;94.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;2.65
Calvià;;Apartment;Entire home/apt;2;1.0;0.0;1.0;50.0;100.0;75.0;1;0;7;1125;0;0;12;170;2;90.0;9.0;9.0;9.0;9.0;9.0;8.0;strict;0.29
Cuatro Caminos;Tetuán;Apartment;Private room;2;1.0;1.0;1.0;30.0;100.0;8.0;1;0;1;4;24;34;64;65;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;0.78
Embajadores;Centro;Apartment;Private room;2;2.0;1.0;1.0;45.0;;10.0;1;0;2;1125;13;43;73;348;29;85.0;9.0;8.0;8.0;8.0;9.0;9.0;flexible;0.73
Imperial;Arganzuela;Apartment;Entire home/apt;4;1.0;1.0;2.0;60.0;100.0;30.0;2;10;1;1125;15;45;75;350;8;83.0;9.0;8.0;9.0;10.0;9.0;9.0;moderate;0.43
Embajadores;Centro;House;Private room;2;1.0;1.0;1.0;30.0;;;1;0;1;1125;11;30;54;329;46;89.0;9.0;8.0;10.0;9.0;10.0;9.0;strict;6.39
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;98.0;;77.0;2;17;3;1125;5;16;31;178;1;100.0;10.0;10.0;10.0;10.0;10.0;8.0;strict;0.11
Peñagrande;Fuencarral - El Pardo;Apartment;Private room;2;1.0;1.0;1.0;16.0;;;1;0;1;1125;30;60;90;365;0;;;;;;;;flexible;
Cortes;Centro;Apartment;Entire home/apt;5;1.0;2.0;3.0;55.0;90.0;20.0;2;11;1;1125;0;0;0;0;142;92.0;9.0;10.0;10.0;10.0;10.0;9.0;moderate;4.55
Almagro;Chamberí;Apartment;Entire home/apt;3;1.0;1.0;2.0;94.0;;;2;15;7;1125;0;29;59;149;0;;;;;;;;strict;
Pacífico;Retiro;Apartment;Private room;1;1.0;1.0;1.0;20.0;250.0;10.0;1;0;1;10;22;44;74;74;14;84.0;9.0;10.0;9.0;9.0;10.0;9.0;flexible;1.86
Valldemossa;;House;Entire home/apt;4;1.0;2.0;2.0;60.0;100.0;95.0;1;0;1;1125;16;33;59;334;9;91.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;1.04
IV Tiburtina;;Apartment;Private room;2;2.0;1.0;2.0;28.0;;;1;0;1;1125;1;29;59;334;32;89.0;10.0;9.0;10.0;9.0;8.0;9.0;strict_new;2.63
San Diego;Puente de Vallecas;House;Private room;2;1.0;1.0;1.0;17.0;;5.0;1;0;1;20;18;43;71;71;2;90.0;10.0;9.0;9.0;9.0;8.0;8.0;strict;0.5
Palacio;Centro;Apartment;Entire home/apt;7;1.0;1.0;1.0;70.0;125.0;30.0;2;30;1;60;1;6;20;196;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.57
Apostol Santiago;Hortaleza;Apartment;Private room;1;2.0;1.0;1.0;21.0;80.0;8.0;1;15;2;1125;0;5;35;310;23;97.0;10.0;9.0;10.0;10.0;8.0;9.0;moderate;0.62
Vista Alegre;Carabanchel;Apartment;Shared room;1;1.0;1.0;8.0;12.0;;5.0;1;0;1;1125;14;44;71;133;7;94.0;10.0;10.0;10.0;9.0;9.0;10.0;flexible;0.84
Palacio;Centro;Apartment;Entire home/apt;6;1.0;1.0;3.0;69.0;;;4;5;2;365;7;33;61;336;72;82.0;9.0;8.0;9.0;9.0;9.0;8.0;strict;3.17
Trafalgar;Chamberí;Other;Entire home/apt;6;1.0;3.0;4.0;145.0;;;1;0;2;6;14;36;51;326;7;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;2.14
Embajadores;Centro;Apartment;Entire home/apt;5;1.0;1.0;3.0;59.0;100.0;25.0;4;10;4;1125;6;18;37;300;95;86.0;9.0;9.0;9.0;9.0;9.0;9.0;moderate;1.95
Palacio;Centro;Apartment;Entire home/apt;4;1.0;2.0;2.0;110.0;;20.0;1;0;3;1125;9;15;35;120;0;;;;;;;;moderate;
Piovera;Hortaleza;Apartment;Entire home/apt;4;2.0;2.0;3.0;120.0;;;1;0;5;1125;0;0;10;260;7;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;0.48
Cortes;Centro;Apartment;Private room;2;;1.0;1.0;27.0;200.0;10.0;1;10;2;365;0;6;36;311;110;92.0;9.0;9.0;9.0;10.0;10.0;9.0;moderate;1.72
Pinar del Rey;Hortaleza;Apartment;Private room;2;1.0;1.0;1.0;20.0;;;1;0;1;26;16;46;76;351;11;87.0;9.0;9.0;9.0;9.0;9.0;9.0;moderate;2.23
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;0.0;2.0;50.0;;20.0;2;8;3;1125;0;14;44;319;43;91.0;10.0;10.0;10.0;10.0;9.0;9.0;moderate;1.74
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;100.0;100.0;25.0;1;0;2;1125;3;3;3;10;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.61
Woollahra;;Apartment;Shared room;1;1.0;1.0;1.0;30.0;140.0;;1;0;1;1125;0;0;0;0;0;;;;;;;;moderate;
Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;59.0;;;4;15;2;1125;12;28;55;114;16;79.0;9.0;8.0;10.0;9.0;9.0;8.0;moderate;2.64
Opéra;;Apartment;Entire home/apt;2;1.5;0.0;2.0;60.0;300.0;20.0;1;25;3;20;20;39;69;336;15;97.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;2.47
l'Antiga Esquerra de l'Eixample;Eixample;Apartment;Entire home/apt;4;1.0;1.0;1.0;146.0;200.0;70.0;1;40;2;1125;0;2;4;4;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.07
Embajadores;Centro;Apartment;Shared room;1;1.0;1.0;1.0;18.0;;;1;15;1;1125;0;0;0;0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.11
Palma de Mallorca;;Apartment;Private room;4;1.0;2.0;2.0;35.0;300.0;;2;10;2;7;22;52;82;82;0;;;;;;;;moderate;
Arapiles;Chamberí;Apartment;Entire home/apt;6;1.0;2.0;2.0;130.0;200.0;50.0;2;10;2;1125;16;46;76;351;0;;;;;;;;strict;
Palacio;Centro;House;Entire home/apt;2;1.0;1.0;1.0;44.0;100.0;25.0;2;0;2;1125;8;23;53;111;18;98.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;3.16
Universidad;Centro;Apartment;Private room;1;1.0;1.0;1.0;28.0;;;1;15;1;1125;0;0;0;243;13;82.0;8.0;8.0;9.0;9.0;10.0;8.0;flexible;0.8
Ambroz;Vicálvaro;Apartment;Private room;3;1.0;1.0;2.0;20.0;;;1;12;4;60;0;0;0;250;0;;;;;;;;strict;
Comillas;Carabanchel;House;Private room;6;2.0;1.0;4.0;59.0;;;1;0;7;1125;23;53;83;358;2;26.0;4.0;2.0;2.0;2.0;2.0;2.0;moderate;0.05
Costillares;Ciudad Lineal;House;Private room;1;1.0;1.0;1.0;35.0;;;1;0;1;1125;29;59;89;179;0;;;;;;;;flexible;
Trafalgar;Chamberí;Apartment;Private room;2;1.0;1.0;1.0;30.0;;10.0;2;10;1;1125;0;0;0;0;2;80.0;8.0;8.0;8.0;7.0;7.0;8.0;flexible;0.12
Palacio;Centro;Apartment;Private room;2;1.0;1.0;1.0;69.0;;;1;0;3;1125;27;57;87;87;0;;;;;;;;moderate;
Embajadores;Centro;Apartment;Entire home/apt;10;1.0;5.0;7.0;120.0;;;8;0;1;1125;5;10;22;36;87;93.0;9.0;10.0;9.0;9.0;10.0;10.0;flexible;9.35
Castillejos;Tetuán;Boutique hotel;Private room;2;1.0;1.0;1.0;55.0;;;1;0;1;1125;28;57;87;362;0;;;;;;;;flexible;
Cortes;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;68.0;100.0;40.0;1;0;3;1125;15;39;69;344;0;;;;;;;;moderate;
Palacio;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;60.0;;20.0;2;10;2;1125;8;8;8;8;0;;;;;;;;flexible;
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;65.0;;30.0;2;15;3;1125;1;2;14;104;35;94.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;2.57
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;2.0;2.0;60.0;250.0;40.0;2;10;3;1125;0;0;0;190;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.53
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;35.0;;;1;0;1;1125;0;0;0;0;0;;;;;;;;flexible;
Quintana;Ciudad Lineal;Apartment;Entire home/apt;4;1.0;2.0;3.0;60.0;100.0;;3;15;2;60;0;0;0;0;15;87.0;9.0;9.0;10.0;10.0;9.0;9.0;flexible;1.04
San Isidro;Carabanchel;House;Entire home/apt;6;2.0;3.0;4.0;95.0;600.0;40.0;1;0;4;1125;1;7;37;312;0;;;;;;;;strict;
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;75.0;100.0;20.0;3;0;2;1125;5;26;43;185;11;89.0;9.0;10.0;9.0;10.0;9.0;9.0;strict;0.89
Embajadores;Centro;Apartment;Private room;2;2.0;1.0;1.0;25.0;;15.0;1;10;3;1125;0;0;0;0;0;;;;;;;;strict;
Westlake;;Apartment;Private room;2;1.0;1.0;1.0;100.0;100.0;10.0;1;35;1;1125;24;54;84;84;9;84.0;9.0;10.0;8.0;9.0;10.0;9.0;flexible;0.91
Almendrales;Usera;Apartment;Private room;2;1.0;1.0;1.0;14.0;;;1;9;2;1125;4;4;5;280;9;93.0;9.0;8.0;9.0;10.0;8.0;8.0;moderate;0.62
Goya;Salamanca;House;Private room;1;1.0;1.0;1.0;30.0;;10.0;1;0;1;1125;0;0;0;96;0;;;;;;;;flexible;
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;45.0;120.0;25.0;1;10;2;60;16;42;63;338;144;90.0;9.0;9.0;10.0;10.0;9.0;9.0;moderate;2.48
Guindalera;Salamanca;Apartment;Private room;1;1.0;1.0;1.0;45.0;;20.0;1;0;2;1125;0;0;0;0;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.36
Delicias;Arganzuela;Apartment;Entire home/apt;4;1.0;1.0;1.0;53.0;;12.0;2;15;1;1125;3;21;40;136;20;97.0;10.0;10.0;9.0;10.0;9.0;9.0;strict;7.69
Fuente del Berro;Salamanca;Apartment;Private room;1;1.0;1.0;1.0;33.0;;15.0;1;0;1;1125;30;60;90;365;0;;;;;;;;flexible;
Embajadores;Centro;Apartment;Entire home/apt;6;1.0;3.0;5.0;150.0;;60.0;4;20;3;1125;8;23;32;98;13;91.0;9.0;9.0;9.0;9.0;10.0;9.0;moderate;0.38
Puerta del Angel;Latina;Apartment;Private room;2;1.0;1.0;1.0;22.0;;;1;0;1;1125;26;56;86;361;0;;;;;;;;flexible;
Acacias;Arganzuela;Apartment;Private room;2;2.0;1.0;1.0;19.0;;;1;10;1;1125;12;42;72;73;1;80.0;8.0;8.0;10.0;10.0;6.0;8.0;flexible;0.12
Sol;Centro;Apartment;Private room;1;5.0;1.0;1.0;21.0;200.0;;1;0;4;1125;0;0;10;10;0;;;;;;;;strict;
Cortes;Centro;Apartment;Private room;2;1.0;1.0;1.0;35.0;;10.0;1;0;2;1125;10;17;27;86;7;89.0;10.0;9.0;10.0;10.0;10.0;10.0;flexible;1.0
Justicia;Centro;Apartment;Private room;4;4.5;1.0;2.0;30.0;;10.0;2;10;1;1125;5;5;5;43;25;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;2.63
Concepción;Ciudad Lineal;Apartment;Private room;2;1.0;1.0;1.0;15.0;;;1;10;1;1000;1;8;38;313;62;92.0;10.0;10.0;9.0;9.0;9.0;10.0;moderate;2.45
